ISO3,Country,MiCode,Micode Description,Count
SYC,Seychelles,80020105,Settlement or equivalent,64
SYR,SyrianArabRepublic,80010200,Capital City,1
SYR,SyrianArabRepublic,80020102,City or equivalent,12
SYR,SyrianArabRepublic,80020104,Small Town or equivalent,107
TCA,Turks And Caicos Islands,80010200,Capital City,1
TCA,Turks And Caicos Islands,80020101,Major City or equivalent,1
TCA,Turks And Caicos Islands,80020103,Major Town or equivalent,4
TCA,Turks And Caicos Islands,80020104,Small Town or equivalent,37
TCA,Turks And Caicos Islands,80020105,Settlement or equivalent,11
TCD,Chad,80010200,Capital City,1
TCD,Chad,80020102,City or equivalent,21
TCD,Chad,80020103,Major Town or equivalent,1
TCD,Chad,80020104,Small Town or equivalent,5875
TCD,Chad,80020105,Settlement or equivalent,10
TGO,Togo,80010200,Capital City,1
TGO,Togo,80020101,Major City or equivalent,5
TGO,Togo,80020102,City or equivalent,25
TGO,Togo,80020103,Major Town or equivalent,9
TGO,Togo,80020104,Small Town or equivalent,201
TGO,Togo,80020105,Settlement or equivalent,3295
THA,Thailand,80010200,Capital City,1
THA,Thailand,80020101,Major City or equivalent,76
THA,Thailand,80020102,City or equivalent,851
THA,Thailand,80020103,Major Town or equivalent,4328
THA,Thailand,80020104,Small Town or equivalent,2169
THA,Thailand,80020105,Settlement or equivalent,74845
TJK,Tajikistan,80010200,Capital City,1
TJK,Tajikistan,80020101,Major City or equivalent,3
TJK,Tajikistan,80020104,Small Town or equivalent,169
TKM,Turkmenistan,80010200,Capital City,1
TKM,Turkmenistan,80020102,City or equivalent,4
TKM,Turkmenistan,80020104,Small Town or equivalent,228
TLS,Timor-Leste,80010200,Capital City,1
TLS,Timor-Leste,80020102,City or equivalent,12
TLS,Timor-Leste,80020104,Small Town or equivalent,43
TON,Tonga,80010200,Capital City,1
TON,Tonga,80020104,Small Town or equivalent,9
TTO,Trinidad And Tobago,80010200,Capital City,1
TTO,Trinidad And Tobago,80020103,Major Town or equivalent,14
TTO,Trinidad And Tobago,80020104,Small Town or equivalent,6
TTO,Trinidad And Tobago,80020105,Settlement or equivalent,16
TUN,Tunisia,80010200,Capital City,1
TUN,Tunisia,80020102,City or equivalent,23
TUN,Tunisia,80020103,Major Town or equivalent,199
TUN,Tunisia,80020104,Small Town or equivalent,54
TUN,Tunisia,80020105,Settlement or equivalent,1381
TUR,Turkey,80010200,Capital City,1
TUR,Turkey,80020101,Major City or equivalent,96
TUR,Turkey,80020102,City or equivalent,902
TUR,Turkey,80020103,Major Town or equivalent,36
TUR,Turkey,80020104,Small Town or equivalent,24896
TUR,Turkey,80020105,Settlement or equivalent,31702
TUV,Tuvalu,80010200,Capital City,1
TUV,Tuvalu,80020104,Small Town or equivalent,9
TWN,"Taiwan,ProvinceOfChina",80010200,Capital City,1
TWN,"Taiwan,ProvinceOfChina",80020101,Major City or equivalent,12
TWN,"Taiwan,ProvinceOfChina",80020103,Major Town or equivalent,9
TWN,"Taiwan,ProvinceOfChina",80020104,Small Town or equivalent,346
TWN,"Taiwan,ProvinceOfChina",80020105,Settlement or equivalent,14168
TZA,"Tanzania, UnitedRepublicOf",80010200,Capital City,1
TZA,"Tanzania, UnitedRepublicOf",80020101,Major City or equivalent,58
TZA,"Tanzania, UnitedRepublicOf",80020102,City or equivalent,45
TZA,"Tanzania, UnitedRepublicOf",80020103,Major Town or equivalent,33
TZA,"Tanzania, UnitedRepublicOf",80020104,Small Town or equivalent,1571
TZA,"Tanzania, UnitedRepublicOf",80020105,Settlement or equivalent,1234
UGA,Uganda,80010200,Capital City,1
UGA,Uganda,80020101,Major City or equivalent,81
UGA,Uganda,80020102,City or equivalent,79
UGA,Uganda,80020103,Major Town or equivalent,15
UGA,Uganda,80020104,Small Town or equivalent,784
UGA,Uganda,80020105,Settlement or equivalent,245
UKR,Ukraine,80010200,Capital City,1
UKR,Ukraine,80020101,Major City or equivalent,26
UKR,Ukraine,80020102,City or equivalent,532
UKR,Ukraine,80020103,Major Town or equivalent,108
UKR,Ukraine,80020104,Small Town or equivalent,10035
UKR,Ukraine,80020105,Settlement or equivalent,19035
URY,Uruguay,80010200,Capital City,1
URY,Uruguay,80020101,Major City or equivalent,18
URY,Uruguay,80020103,Major Town or equivalent,55
URY,Uruguay,80020104,Small Town or equivalent,226
URY,Uruguay,80020105,Settlement or equivalent,202
USA,United States,80010200,Capital City,1
USA,United States,80020101,Major City or equivalent,161
USA,United States,80020103,Major Town or equivalent,2678
USA,United States,80020104,Small Town or equivalent,30135
USA,United States,80020105,Settlement or equivalent,66671
UZB,Uzbekistan,80010200,Capital City,1
UZB,Uzbekistan,80020102,City or equivalent,12
UZB,Uzbekistan,80020104,Small Town or equivalent,409
UZB,Uzbekistan,80020105,Settlement or equivalent,8
VAT,Holy See (Vatican CityState),80010200,Capital City,1
VAT,Holy See (Vatican CityState),80020105,Settlement or equivalent,1
VCT,Saint VincentAnd TheGrenadines,80010200,Capital City,1
VCT,Saint VincentAnd TheGrenadines,80020101,Major City or equivalent,5
VCT,Saint VincentAnd TheGrenadines,80020103,Major Town or equivalent,4
VCT,Saint VincentAnd TheGrenadines,80020104,Small Town or equivalent,2
VCT,Saint VincentAnd TheGrenadines,80020105,Settlement or equivalent,5
VEN,Venezuela,80010200,Capital City,1
VEN,Venezuela,80020101,Major City or equivalent,5
VEN,Venezuela,80020102,City or equivalent,20
VEN,Venezuela,80020103,Major Town or equivalent,299
VEN,Venezuela,80020104,Small Town or equivalent,10
VEN,Venezuela,80020105,Settlement or equivalent,576
VGB,VirginIslands(British),80010200,Capital City,1
VGB,VirginIslands(British),80020104,Small Town or equivalent,4
VGB,VirginIslands(British),80020105,Settlement or equivalent,1
VIR,VirginIslands(U.S.),80020101,Major City or equivalent,1
VIR,VirginIslands(U.S.),80020103,Major Town or equivalent,1
VIR,VirginIslands(U.S.),80020104,Small Town or equivalent,4
VIR,VirginIslands(U.S.),80020105,Settlement or equivalent,7
VNM,Vietnam,80010200,Capital City,1
VNM,Vietnam,80020101,Major City or equivalent,61
VNM,Vietnam,80020102,City or equivalent,633
VNM,Vietnam,80020103,Major Town or equivalent,6535
VNM,Vietnam,80020104,Small Town or equivalent,3880
VNM,Vietnam,80020105,Settlement or equivalent,7
VUT,Vanuatu,80010200,Capital City,1
VUT,Vanuatu,80020104,Small Town or equivalent,112
WLF,Wallis And Futuna Islands,80010200,Capital City,1
WLF,Wallis And Futuna Islands,80020104,Small Town or equivalent,4
WSM,Samoa,80010200,Capital City,1
WSM,Samoa,80020104,Small Town or equivalent,18
XKS,Kosovo,80010200,Capital City,1
XKS,Kosovo,80020103,Major Town or equivalent,34
XKS,Kosovo,80020104,Small Town or equivalent,3
XKS,Kosovo,80020105,Settlement or equivalent,1309
YEM,Yemen,80010200,Capital City,1
YEM,Yemen,80020101,Major City or equivalent,22
YEM,Yemen,80020103,Major Town or equivalent,301
YEM,Yemen,80020104,Small Town or equivalent,29
YEM,Yemen,80020105,Settlement or equivalent,9
ZAF,South Africa,80010200,Capital City,1
ZAF,South Africa,80020101,Major City or equivalent,12
ZAF,South Africa,80020102,City or equivalent,220
ZAF,South Africa,80020103,Major Town or equivalent,779
ZAF,South Africa,80020104,Small Town or equivalent,23521
ZAF,South Africa,80020105,Settlement or equivalent,457
ZMB,Zambia,80010200,Capital City,1
ZMB,Zambia,80020101,Major City or equivalent,8
ZMB,Zambia,80020102,City or equivalent,63
ZMB,Zambia,80020103,Major Town or equivalent,14
ZMB,Zambia,80020104,Small Town or equivalent,3976
ZMB,Zambia,80020105,Settlement or equivalent,311
ZWE,Zimbabwe,80010200,Capital City,1
ZWE,Zimbabwe,80020101,Major City or equivalent,10
ZWE,Zimbabwe,80020102,City or equivalent,48
ZWE,Zimbabwe,80020103,Major Town or equivalent,36
ZWE,Zimbabwe,80020104,Small Town or equivalent,7487
ZWE,Zimbabwe,80020105,Settlement or equivalent,176
Total,Total,Total,Total,2003463
