Version,country,ISO3,region,year,month,total_count,country,region,road_id,stableid,month,year,featureid,traffic_dir,val_dir,line_dir,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,wd_8,wd_9,wd_10,wd_11,wd_12,wd_13,wd_14,wd_15,wd_16,wd_17,wd_18,wd_19,wd_20,wd_21,wd_22,wd_23,wd_24,we_1,we_2,we_3,we_4,we_5,we_6,we_7,we_8,we_9,we_10,we_11,we_12,we_13,we_14,we_15,we_16,we_17,we_18,we_19,we_20,we_21,we_22,we_23,we_24
2020.06,Finland,FIN,,2020,4,4506978,100,100,60,100,100,100,99,43,100,100,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2020.06,France,FRA,,2020,0,26197077,100,100,70,100,100,100,99,88,100,100,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
2020.06,France,FRA,,2019,10,24451398,100,100,71,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2019,11,24348398,100,100,72,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2020,3,24208927,100,100,72,100,100,100,99,80,100,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2020.06,France,FRA,,2019,7,24476887,100,100,71,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2019,12,24378151,100,100,72,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2020,2,24478808,100,100,72,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2020,6,24701869,100,100,71,100,100,100,99,82,100,100,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2020.06,France,FRA,,2020,5,24476093,100,100,72,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2019,9,24379941,100,100,71,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2020,4,23780785,100,100,72,100,100,100,99,78,100,100,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2020.06,France,FRA,,2019,8,24411400,100,100,71,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,France,FRA,,2020,1,24462484,100,100,72,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,United Kingdom,GBR,,2020,4,10983648,100,100,75,100,100,100,99,83,100,100,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
2020.06,United Kingdom,GBR,,2019,7,11258355,100,100,74,100,100,100,99,86,100,100,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
2020.06,United Kingdom,GBR,,2019,11,11238686,100,100,74,100,100,100,99,85,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2020.06,United Kingdom,GBR,,2019,12,11239270,100,100,74,100,100,100,99,85,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2020.06,United Kingdom,GBR,,2020,3,11208785,100,100,74,100,100,100,99,85,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2020.06,United Kingdom,GBR,,2019,9,11233236,100,100,74,100,100,100,99,85,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2020.06,United Kingdom,GBR,,2020,6,11179725,100,100,74,100,100,100,99,85,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2020.06,United Kingdom,GBR,,2020,2,11245429,100,100,74,100,100,100,99,86,100,100,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
2020.06,United Kingdom,GBR,,2020,1,11259997,100,100,74,100,100,100,99,86,100,100,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
2020.06,United Kingdom,GBR,,2019,8,11242399,100,100,74,100,100,100,99,85,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2020.06,United Kingdom,GBR,,2020,5,11106593,100,100,75,100,100,100,99,84,100,100,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
2020.06,United Kingdom,GBR,,2019,10,11263883,100,100,74,100,100,100,99,86,100,100,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
2020.06,United Kingdom,GBR,,2020,0,11894182,100,100,73,100,100,100,99,91,100,100,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
2020.06,Greece,GRC,,2019,12,1695408,100,100,48,100,100,100,99,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Greece,GRC,,2020,2,1685126,100,100,48,100,100,100,99,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Greece,GRC,,2020,3,1657390,100,100,48,100,100,100,99,47,100,100,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2020.06,Greece,GRC,,2019,7,1764931,100,100,47,100,100,100,99,57,100,100,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
2020.06,Greece,GRC,,2019,11,1689005,100,100,48,100,100,100,99,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Greece,GRC,,2020,5,1630969,100,100,48,100,100,100,99,44,100,100,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
2020.06,Greece,GRC,,2019,9,1771006,100,100,47,100,100,100,99,58,100,100,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
2020.06,Greece,GRC,,2019,8,1773991,100,100,47,100,100,100,99,58,100,100,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
2020.06,Greece,GRC,,2019,10,1744713,100,100,48,100,100,100,99,56,100,100,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
2020.06,Greece,GRC,,2020,0,2031537,100,100,46,100,100,100,99,77,100,100,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
2020.06,Greece,GRC,,2020,1,1684140,100,100,48,100,100,100,99,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Greece,GRC,,2020,4,1575292,100,100,47,100,100,100,99,37,100,100,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
2020.06,Greece,GRC,,2020,6,1687460,100,100,48,100,100,100,99,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Hong Kong,HKG,,2020,5,110291,100,100,58,100,100,100,100,53,100,100,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
2020.06,Hong Kong,HKG,,2019,8,109566,100,100,58,100,100,100,100,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Hong Kong,HKG,,2019,12,109965,100,100,58,100,100,100,100,52,100,100,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
2020.06,Hong Kong,HKG,,2019,11,109810,100,100,58,100,100,100,100,52,100,100,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
2020.06,Hong Kong,HKG,,2020,1,110508,100,100,58,100,100,100,100,54,100,100,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2020.06,Hong Kong,HKG,,2019,10,109895,100,100,58,100,100,100,100,52,100,100,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
2020.06,Hong Kong,HKG,,2020,6,111062,100,100,58,100,100,100,100,55,100,100,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
2020.06,Hong Kong,HKG,,2020,2,108979,100,100,58,100,100,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Hong Kong,HKG,,2019,7,109507,100,100,58,100,100,100,100,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Hong Kong,HKG,,2020,3,108674,100,100,58,100,100,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Hong Kong,HKG,,2020,0,119445,100,100,57,100,100,100,100,67,100,100,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2020.06,Hong Kong,HKG,,2019,9,109789,100,100,58,100,100,100,100,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Hong Kong,HKG,,2020,4,109248,100,100,58,100,100,100,100,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Croatia,HRV,,2020,1,999588,100,100,74,100,100,100,99,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Croatia,HRV,,2020,5,996842,100,100,74,100,100,100,99,49,100,100,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
2020.06,Croatia,HRV,,2019,9,1030094,100,100,74,100,100,100,99,55,100,100,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
2020.06,Croatia,HRV,,2019,8,1044845,100,100,74,100,100,100,99,57,100,100,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
2020.06,Croatia,HRV,,2020,4,965567,100,100,73,100,100,100,99,44,100,100,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
2020.06,Croatia,HRV,,2019,11,999696,100,100,74,100,100,100,99,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Croatia,HRV,,2020,3,992789,100,100,74,100,100,100,99,49,100,100,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
2020.06,Croatia,HRV,,2020,0,1166972,100,100,75,100,100,100,99,72,100,100,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
2020.06,Croatia,HRV,,2019,7,1035846,100,100,74,100,100,100,99,56,100,100,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
2020.06,Croatia,HRV,,2019,10,1016206,100,100,74,100,100,100,99,53,100,100,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
2020.06,Croatia,HRV,,2020,6,1024587,100,100,74,100,100,100,99,54,100,100,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2020.06,Croatia,HRV,,2019,12,1006285,100,100,74,100,100,100,99,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Croatia,HRV,,2020,2,1003161,100,100,74,100,100,100,99,51,100,100,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2020.06,Hungary,HUN,,2019,12,1318937,100,100,71,100,100,100,99,78,100,100,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2020.06,Hungary,HUN,,2020,2,1318685,100,100,70,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2020,1,1315783,100,100,70,100,100,100,99,78,100,100,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2020.06,Hungary,HUN,,2020,4,1304912,100,100,71,100,100,100,99,77,100,100,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
2020.06,Hungary,HUN,,2019,10,1321032,100,100,70,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2019,7,1330323,100,100,70,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2019,8,1327312,100,100,70,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2019,11,1321293,100,100,70,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2020,0,1479963,100,100,70,100,100,100,99,90,100,100,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
2020.06,Hungary,HUN,,2020,3,1312792,100,100,70,100,100,100,99,78,100,100,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2020.06,Hungary,HUN,,2019,9,1321398,100,100,70,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2020,6,1325534,100,100,71,100,100,100,99,79,100,100,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2020.06,Hungary,HUN,,2020,5,1316762,100,100,71,100,100,100,99,78,100,100,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2020.06,Ireland,IRL,,2019,9,1165155,100,100,56,100,100,100,99,80,100,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2020.06,Ireland,IRL,,2019,10,1166843,100,100,56,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,Ireland,IRL,,2020,0,1311078,100,100,55,100,100,100,99,92,100,100,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
2020.06,Ireland,IRL,,2019,7,1169910,100,100,56,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,Ireland,IRL,,2020,4,1124067,100,100,57,100,100,100,99,77,100,100,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
2020.06,Ireland,IRL,,2019,11,1160636,100,100,56,100,100,100,99,80,100,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2020.06,Ireland,IRL,,2020,5,1155464,100,100,56,100,100,100,99,80,100,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2020.06,Ireland,IRL,,2020,6,1173044,100,100,56,100,100,100,99,82,100,100,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2020.06,Ireland,IRL,,2019,12,1168021,100,100,56,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,Ireland,IRL,,2020,1,1175325,100,100,56,100,100,100,99,82,100,100,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2020.06,Ireland,IRL,,2020,2,1175800,100,100,56,100,100,100,99,82,100,100,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2020.06,Ireland,IRL,,2019,8,1173137,100,100,56,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,Ireland,IRL,,2020,3,1168342,100,100,56,100,100,100,99,81,100,100,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
2020.06,Iceland,ISL,,2019,9,147034,100,100,66,100,100,100,100,53,100,100,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
2020.06,Iceland,ISL,,2019,12,137928,100,100,65,100,100,100,100,43,100,100,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2020.06,Iceland,ISL,,2019,10,143797,100,100,66,100,100,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Iceland,ISL,,2020,5,136268,100,100,65,100,100,100,100,41,100,100,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
2020.06,Iceland,ISL,,2020,6,143685,100,100,66,100,100,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2020.06,Iceland,ISL,,2019,8,148803,100,100,66,100,100,100,100,55,100,100,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
